,SIGNIFICANCE,RA,DEC,l,b,DES_FOOTPRINT,PS1_FOOTPRINT,DELVE_FOOTPRINT,DECALS_FOOTPRINT,EBV_FLAG,PMRA,PMDEC,EDR3,RR_LYRAE,NSTARS,MAG_AVG,MAG_MAX
204,9.085302353,145.8980697,34.22284842,191.0095305,49.34893708,FALSE,TRUE,FALSE,TRUE,FALSE,-0.409293103,-0.475585812,10.15010834,FALSE,6,19.5236675,17.531477
205,10.13202477,169.3429304,33.27833411,190.3410099,68.8196979,FALSE,TRUE,FALSE,TRUE,FALSE,-3.674019487,-3.99355957,10.146945,FALSE,5,18.898299,18.126562
206,9.961984634,165.4467861,5.849927575,247.1925422,56.34765239,FALSE,TRUE,FALSE,TRUE,FALSE,0.156986228,-0.0637159,10.123806,FALSE,5,19.3922324,17.405117
207,10.39556122,211.9440669,56.21693774,102.9534652,57.85111521,FALSE,TRUE,FALSE,TRUE,FALSE,0.420070639,-0.419543461,10.11973858,FALSE,5,19.1614954,17.809763
208,9.624623299,199.8514214,25.10535547,16.63444464,83.40533874,FALSE,TRUE,FALSE,TRUE,FALSE,0.835156199,-3.6687058,10.11003685,FALSE,6,20.29028317,19.411924
209,9.831600189,187.0169909,-1.805764579,290.9989671,60.52339564,FALSE,TRUE,TRUE,TRUE,FALSE,-3.152395781,-3.767467889,10.10879898,FALSE,10,19.976966,19.134655
210,9.384243011,174.0849821,60.84054466,138.3958936,53.97517543,FALSE,TRUE,FALSE,TRUE,FALSE,-0.397792888,0.096004547,10.10114574,FALSE,6,19.6537345,18.785381
211,9.102324486,174.3736031,60.85979243,138.170714,54.02633258,FALSE,TRUE,FALSE,TRUE,FALSE,-3.410049405,-3.339747699,10.10114574,FALSE,6,19.6073365,17.79038
212,11.37442303,189.9085456,51.8468011,127.2772894,65.18174683,FALSE,TRUE,FALSE,TRUE,FALSE,-1.70144483,-1.870226516,10.09453297,FALSE,5,18.616566,15.696437
213,9.552589417,172.2807068,4.805820081,257.9781149,60.28137966,FALSE,TRUE,FALSE,TRUE,FALSE,-1.442223608,-2.079423768,10.08468246,FALSE,10,19.0828599,16.265097
214,9.550401688,172.2807068,4.805820081,257.9781149,60.28137966,FALSE,TRUE,FALSE,TRUE,FALSE,-1.442223608,-2.079423768,10.08468246,FALSE,10,19.0828599,16.265097
215,9.786566734,172.2849853,4.796170878,257.9970664,60.27658329,FALSE,TRUE,FALSE,TRUE,FALSE,-1.421066148,-2.166985651,10.08468246,FALSE,8,19.16112263,16.265097
216,9.51288414,222.7515575,25.27796048,35.7984556,63.17851623,FALSE,TRUE,FALSE,TRUE,FALSE,-3.744457361,-1.568460642,10.08192444,FALSE,5,19.2833868,18.14697
217,9.207196236,224.5391955,35.63387772,58.38131648,61.79000968,FALSE,TRUE,FALSE,TRUE,FALSE,-0.042896568,-0.188160059,10.07991219,FALSE,8,19.8137565,18.307346
218,9.706233025,155.5072748,55.21226853,156.3745921,51.08921373,FALSE,TRUE,FALSE,TRUE,FALSE,-0.303736996,-3.379547742,10.07848454,FALSE,8,19.507926,16.092562
219,10.28911018,155.5072748,55.21226853,156.3745921,51.08921373,FALSE,TRUE,FALSE,TRUE,FALSE,-0.303736996,-3.379547742,10.07848454,FALSE,8,19.507926,16.092562
220,9.566772461,52.8217433,14.93700088,170.5107742,-32.7901862,FALSE,TRUE,FALSE,FALSE,TRUE,0.688162754,-0.533396175,10.07370281,FALSE,13,18.77919938,16.929546
221,10.15026665,201.8344342,30.50086589,58.2673279,81.44727926,FALSE,TRUE,FALSE,TRUE,FALSE,-0.352098712,0.05170536,10.07086945,FALSE,8,19.55434438,18.548248
222,12.05951309,166.3790815,36.87293225,182.741099,65.62692278,FALSE,TRUE,FALSE,TRUE,FALSE,-1.496635164,-4.045584263,10.04404449,FALSE,6,19.59896167,18.449627
223,9.489725113,212.3259387,40.77932402,78.31476454,68.94359549,FALSE,TRUE,FALSE,TRUE,FALSE,-1.183317966,-2.105751881,10.03150082,FALSE,6,19.7192105,19.378307
224,9.971056938,189.0055492,38.83786096,137.3420856,77.85577456,FALSE,TRUE,FALSE,TRUE,FALSE,0.085549347,0.131057131,10.02614307,FALSE,5,18.8765328,16.948212
225,10.74529362,201.4791361,34.81714059,81.21563521,79.34439473,FALSE,TRUE,FALSE,TRUE,FALSE,-0.228246267,0.009446237,10.01759338,FALSE,6,19.405532,18.327309
226,9.935425758,201.5042412,34.83734174,81.21727618,79.31553832,FALSE,TRUE,FALSE,TRUE,FALSE,-0.238716029,-0.048501791,10.01759338,FALSE,5,19.4767068,18.327309
227,9.31115818,184.839245,41.95054641,144.7544111,73.79097894,FALSE,TRUE,FALSE,TRUE,FALSE,-1.750290449,-3.798277469,10.01489258,FALSE,5,19.7507122,19.130312
228,9.166176796,239.9663616,34.40254054,55.13925632,49.23850786,FALSE,TRUE,FALSE,TRUE,FALSE,-2.2421362,-1.937238337,10.01432705,FALSE,6,19.56621983,18.36046
229,11.25656986,151.1170461,61.78318137,149.7250213,45.70641171,FALSE,TRUE,FALSE,TRUE,FALSE,-0.449787382,-1.845211855,10.00737095,FALSE,8,19.21458625,16.601816
230,11.16977596,151.2147405,61.76672388,149.7099409,45.75431554,FALSE,TRUE,FALSE,TRUE,FALSE,-0.607991246,-1.914737699,10.00737095,FALSE,5,18.4550926,16.601816
231,11.34713745,189.7876789,37.41761479,136.2966311,79.38980049,FALSE,TRUE,FALSE,TRUE,FALSE,-0.615078887,-0.030964691,10.00409317,FALSE,9,19.70930178,18.817595
232,9.823371887,191.0719003,37.64138879,130.6342433,79.3797078,FALSE,TRUE,FALSE,TRUE,FALSE,-3.992656505,-2.974656123,10.00409317,FALSE,5,19.0356988,15.134515
